Cgla4	Cniv4	Ndel4	Cbra4	Nbac4	Lklu4	Spar4	Scer4
YBR169C	1.04893070194132	0.832796859321159	0.755133752438609	-0.363880655494796	0.703117301614579	0.272923000464761	0.241783064290155	0.00216252260780703
YBR240C	1.99362565965881	1.66372586287634	1.23127504489957	1.12588064388558	0.841909463430484	0.417974387506376	0.699396610591238	0.248223500901608
YBR287W	2.67416853013263	2.06370413452431	1.91647809025075	1.3954267635157	1.63670901826687	0.237954332814765	0.500354492608624	0.27394345359258
YBR296C	4.24304314072633	3.24104919242874	1.38220592502302	2.27714716376235	1.14354032102272	1.26457308343176	0.733945755683903	0.423692665022425
YCL027W	2.01318770157057	2.54880781820724	2.12626620324001	2.20359081351534	2.21794774809457	0.814689683138493	1.62878124227643	0.109407351797887
YCL048W	1.76940532783963	1.39309337151852	0.818801261184372	0.631005853538423	0.251615108690829	0.751323822927011	0.500140887329318	-0.216262209745725
YCL048W-A	2.59812025199399	2.12150244210024	1.84003911019407	2.00602259143831	1.41947566622664	0.171443843852815	1.47314943025596	-0.82564697174546
YCR021C	1.63325748815643	2.43613915510322	1.63756154656881	-0.628769482423916	0.634765071907845	-1.62512224540274	-0.555696631172812	-0.21511199880803
YCR045C	6.80872362908081	6.58510124049983	6.19317800464609	5.69585203679549	5.46676044829143	2.5829251831615	1.52938191914411	-0.0980259684500235
YCR051W	2.92060029713109	2.62410943300178	1.14494331259302	1.08302734957826	0.528865324387475	0.0687644070430107	0.54141694886458	-0.0567284364677398
YCR098C	6.07476595347944	5.67047262039789	4.97433181679523	4.26656536005707	4.51220772936029	0.917399155850096	1.38022429633675	0.204808887635614
YCR105W	4.31888975129821	2.39222305861191	1.68308547977444	1.54722220060545	1.42813055567091	0.454376275585566	1.3697881747265	0.549363665737149
YDL021W	1.47842544731497	2.03021955139919	2.0045631750776	1.13490416128226	1.58289603888504	0.779838962848658	0.708868686188123	0.00133188331620371
YDL022C-A	2.92687774571703	2.10940725454195	0.267236042739438	0.469917271611359	0.44347470194649	-0.718505610641084	-0.502522642833781	-0.686833577143881
YDL024C	2.67823289403325	1.98486516375465	1.25157875540256	1.28139731559198	0.895261444662682	0.744151680301513	0.275762069929069	-0.0250433471703309
YDL048C	0.780354706176708	0.758557633276116	0.890304272874737	-0.653183212228008	0.417821590632985	0.454772659841905	0.400653643273071	0.146307166380093
YDL079C	1.77241948387537	1.30192402580886	0.782193624056573	-0.955142344963921	0.384628170219941	0.376560489003769	0.549008874088015	-0.473577640727871
YDL085W	2.42066798947542	2.06952703592384	1.61833471720989	0.284554330042471	1.08866585934576	0.652656550975107	0.641336552506944	0.175200578089953
YDL204W	1.1439738144818	1.06206727281438	0.960470160262409	-1.14221026435642	0.776527697485109	0.0355267857086528	0.335972678953278	-0.194099923718855
YDL222C	1.63820672461828	1.61779753645662	1.39249309023	-0.411037487348786	1.24758793459753	0.435436787000484	0.47104246044869	-0.357423006601035
YDL223C	2.04518281080113	1.44642921856055	0.896350200645074	0.142165807436468	0.704720741349215	0.251757450758465	0.17586209568045	-0.274857119035707
YDR005C	0.88216781423184	0.41857798693058	0.477091722248852	0.105897550164575	0.359847221058313	0.170654111541463	0.287623536075415	0.136834889016529
YDR017C	0.109093803990319	-0.204112090853901	-0.314982137961293	-0.176671908395368	-0.317374320562283	-0.152797543343917	-0.117441029666644	-0.0499390818872731
YDR055W	2.48934363860381	2.67213117614164	2.50843693851629	2.55778778873372	2.09708906688913	0.275098708498767	0.448978257489209	0.239490502283104
YDR070C	2.09813708604127	2.09337205664345	1.82967861732401	0.0987503456236194	1.27013790685769	0.0647273970309623	-0.000884184167423641	-0.175223059871909
YDR089W	1.9814911995772	1.49416201353721	1.35268614244255	0.945398976328208	0.72120794085839	-0.213419895150222	0.138330206508703	0.0647994688202225
YDR119W-A	1.80033704782749	2.11092862828847	1.9610381691448	-1.09754668925518	1.83921209557674	0.00561438165343286	0.396782713600412	0.0244959148563102
YDR169C	1.51751912685061	1.24486742789351	1.03709514866864	0.531485145151258	0.792138765960218	0.101977016850482	0.293656963462323	0.225386983184419
YDR216W	1.68087428257991	0.702329580335737	0.232837405193353	-0.715445208198779	-0.121108815678675	-0.0996747787312202	-0.162197946402612	-0.0866652552837088
YDR247W	2.11717844803511	1.67937623908089	0.939119796475562	-0.493714869634459	0.364745041988788	-0.493936492031803	0.180731941297774	-0.0335075061913503
YDR281C	7.81359559521352	7.9425451468841	7.76425337328511	7.81730123722622	7.31139036440017	2.90644066110998	2.62327043699467	1.1138598704042
YDR342C	1.37900127779666	1.27572162185426	1.26872417404271	-0.819984388923706	0.965346540338035	0.899085528612281	1.2427367682255	-0.151958892210293
YDR343C	3.42240421754654	3.69924394562232	2.83968322199625	0.186173022680926	1.56467026667448	2.7438332245621	0.966670276247771	-0.369595472412566
YDR446W	3.56771624815819	2.55243897696576	1.53187759083791	0.86165316789071	0.675504522103671	-1.01810427786658	0.210754171826615	-0.0355880779485739
YDR453C	1.19715489113513	0.992782349003408	0.986155851754901	0.286593763140547	0.592309116180585	0.382213941021571	-0.13459680196062	-0.29828072760854
YDR461W	2.79058831105896	3.56858189765496	3.03548523635593	3.83409254106046	2.93100501938078	-0.482736298644773	0.677706092209585	-0.18268188685672
YDR481C	2.61239672800598	2.71173701899142	2.62626679571697	1.91652250224247	2.45825132168303	1.07819180410652	1.63738458525529	1.2003913606463
