ORF,O1,O2,N1,N2,S1,S2,Q1,Q2
CAGL0J07766g,5635,3996,3565,2159,1932,3618,3374,2949
CAGL0J07788g,1162,724,1029,758,337,785,1092,680
CAGL0J07810g,2264,2000,1533,1733,1060,1318,2559,1309
CAGL0J07832g,1954,1252,1353,975,719,1069,1515,999
CAGL0J07854g,1039,752,852,685,277,721,862,589
CAGL0J07876g,389,320,216,224,214,304,234,111
CAGL0J07898g,5194,4361,3965,2820,1921,2921,3966,3248
CAGL0J07920g,1925,1214,1510,1144,552,1144,1401,1009
CAGL0J07942g,1499,1105,1246,1033,351,896,1248,871
CAGL0J07953r,7,14,5,5,0,14,8,11
CAGL0J07964g,1151,878,1023,774,275,835,1194,790
CAGL0J07980g,542,590,568,369,194,293,478,481
CAGL0J07986g,446,255,252,207,80,344,258,189
CAGL0J08008g,728,584,664,508,128,538,759,489
CAGL0J08030g,1598,1104,1488,1275,408,1126,1865,997
CAGL0J08052g,1815,1544,1591,1566,717,1067,1842,1282
CAGL0J08074g,1442,1021,1186,951,577,1021,1448,973
CAGL0J08096g,1035,697,916,1204,489,619,1392,1043
CAGL0J08118g,599,355,701,738,331,532,875,472
CAGL0J08140g,1875,1365,1742,1480,586,1157,1894,1116
CAGL0J08162g,3451,2669,2859,2140,1001,1081,2488,1889
CAGL0J08184g,3066,2323,2856,1917,817,1241,2436,1931
CAGL0J08206g,1419,991,1147,1084,566,1022,1396,856
CAGL0J08228g,1148,742,1019,1005,459,699,1140,568
CAGL0J08250g,919,704,935,766,313,559,1020,605
CAGL0J08272g,1194,685,1760,1868,729,832,1652,732
CAGL0J08294g,1081,846,2254,2555,580,794,1756,784
CAGL0J08316g,1046,973,2281,1714,675,589,1633,1620
CAGL0J08349g,1815,1483,1955,1411,601,820,1471,1299
CAGL0J08371g,21,25,19,8,2,7,10,5
CAGL0J08393g,734,506,638,536,159,445,727,467
CAGL0J08415g,4813,3257,5098,4005,2384,2949,4235,2282
CAGL0J08437g,1259,879,1398,1322,610,657,1451,831
CAGL0J08459g,2045,1464,2195,1723,561,1006,2213,1601
CAGL0J08481g,382,278,431,463,164,148,308,186
CAGL0J08503r,0,0,0,0,0,0,0,0
CAGL0J08547g,277,203,390,338,136,156,295,191
CAGL0J08569g,4366,2909,3568,3307,2057,2584,4049,2187
CAGL0J08591g,2070,1503,2156,1942,873,1296,1995,1111
CAGL0J08613g,232,168,290,398,160,103,367,198
CAGL0J08635g,1001,718,1077,1007,519,606,1221,792
CAGL0J08657g,1856,1413,1531,1342,800,1026,1428,997
CAGL0J08679g,4373,3494,2821,2077,1717,2575,3239,2464
CAGL0J08712g,661,510,652,582,293,312,687,434
CAGL0J08734g,7013,4858,6174,5578,3352,3932,6346,3362
CAGL0J08756g,1197,825,1249,1344,482,733,1578,920
CAGL0J08778g,1187,962,1192,1018,549,694,1245,739
CAGL0J08800g,1010,654,1090,982,607,843,1234,788
CAGL0J08822g,649,471,607,456,195,438,619,315
CAGL0J08844g,4872,3362,3464,1963,1065,2688,3026,2495
CAGL0J08866g,88,32,92,95,11,53,79,36
CAGL0J08888g,676,531,732,622,216,420,770,424
CAGL0J08910g,698,448,497,350,207,509,401,379
CAGL0J08932g,364,207,233,143,60,167,183,154
CAGL0J08954g,2797,1907,2262,2726,1596,1607,3338,2458
CAGL0J08976g,169,122,231,234,118,104,232,147
CAGL0J08998g,5512,4750,5148,5320,1967,2189,5257,3829
CAGL0J09020g,424,251,869,732,137,189,842,450
CAGL0J09042g,2,4,1,0,0,4,3,1
CAGL0J09064g,8984,8301,7002,5318,3420,5367,7841,6408
CAGL0J09086g,52612,48546,39931,25244,22697,37371,42012,35635
CAGL0J09108g,2655,1809,2264,2292,743,1517,2829,1853
CAGL0J09130g,792,609,986,903,378,575,917,552
CAGL0J09152g,1965,1428,1545,1380,879,1386,1927,1180
CAGL0J09174g,5,10,2,2,1,13,4,3
CAGL0J09196g,564,461,652,564,282,386,636,443
CAGL0J09218g,3216,2023,2609,2131,811,1760,2651,1513
CAGL0J09240g,5239,4038,2949,2309,2045,2118,3105,2221
CAGL0J09262g,131,89,181,270,113,127,216,128
CAGL0J09284g,190,197,307,234,115,156,204,160
CAGL0J09306g,1181,896,1840,1828,599,730,1358,579
CAGL0J09328g,1278,1257,1433,1147,616,863,1094,849
CAGL0J09350g,9431,5436,7916,8801,4202,4158,10611,7397
CAGL0J09372g,1348,1143,1521,1529,639,640,1742,1418
CAGL0J09394g,885,572,1223,1289,554,633,1399,705
CAGL0J09416g,429,513,633,538,236,278,627,406
CAGL0J09438r,1,1,2,0,0,3,0,1
CAGL0J09460g,1141,927,1025,581,343,789,899,781
CAGL0J09482g,205,181,181,138,85,171,220,123
CAGL0J09504g,2099,1281,1705,1307,726,1157,1632,1025
CAGL0J09526g,1141,663,1043,780,227,593,966,569
CAGL0J09548g,3303,2246,2715,2237,772,1870,3091,1869
CAGL0J09570g,565,377,555,623,203,265,502,361
CAGL0J09592g,154,132,150,150,62,60,140,96
CAGL0J09614g,5435,4685,3902,2803,1363,1933,3461,3113
CAGL0J09636g,1157,778,860,730,380,585,961,627
CAGL0J09658g,409,257,422,322,124,191,369,198
CAGL0J09680g,256,188,242,185,95,98,183,129
CAGL0J09702g,621,515,594,534,262,176,536,354
CAGL0J09724g,1475,1133,1137,991,534,539,1316,914
CAGL0J09746g,2891,2388,2118,1150,948,1823,1874,1628
CAGL0J09768g,508,375,317,306,305,381,395,242
CAGL0J09790g,1762,1484,1388,1282,730,711,1769,1479
CAGL0J09812g,2009,1738,3818,4069,1033,854,2914,1913
CAGL0J09834g,639,489,534,584,323,515,664,317
CAGL0J09856g,2263,1598,1531,1140,1014,1401,1729,1333
CAGL0J09878g,1168,769,1205,1090,573,784,1237,651
CAGL0J09900g,6761,5622,12517,11912,2466,2475,10914,7863
CAGL0J09922g,13872,10855,10535,7982,4434,4283,9709,7453
CAGL0J09944g,985,653,1422,832,246,454,519,361
CAGL0J09966g,6869,5110,5280,4334,2306,2570,4906,3963
CAGL0J09988g,219,117,195,179,82,53,174,120
CAGL0J10010g,2618,1825,1802,1134,810,1201,1465,1199
CAGL0J10032g,5554,3909,3704,2233,1993,3583,3091,2527
CAGL0J10054g,836,594,841,751,450,628,800,498
CAGL0J10076g,1497,1440,1181,1237,733,832,1645,1270
CAGL0J10098g,452,448,496,417,176,133,440,280
CAGL0J10120g,1255,927,1149,943,341,539,1023,683
CAGL0J10164g,55922,47516,41942,31773,24092,30008,41137,30613
CAGL0J10179g,2597,2695,1629,1163,1107,1563,1608,1948
CAGL0J10186g,6746,4267,6667,5815,2742,3375,7220,3957
CAGL0J10208g,557,453,521,412,163,259,498,362
CAGL0J10230g,945,578,831,608,288,484,897,534
CAGL0J10252g,2634,1865,1798,952,742,1511,1563,1423
CAGL0J10274g,1048,984,965,767,369,685,934,767
CAGL0J10296g,441,263,507,479,252,292,671,305
CAGL0J10318g,1038,1009,921,902,447,640,938,734
CAGL0J10340g,903,643,841,727,367,602,960,586
CAGL0J10362g,1827,1348,1385,1146,886,1343,1337,898
CAGL0J10384g,35258,25703,28572,19165,14591,18698,28753,18017
CAGL0J10406g,8493,5691,6168,5017,3625,5148,6625,3774
CAGL0J10428g,580,380,927,782,303,451,791,418
CAGL0J10450g,929,665,1153,1092,453,631,1269,688
CAGL0J10472g,824,571,785,812,289,437,903,486
CAGL0J10494g,318,206,573,856,170,194,863,209
CAGL0J10516g,1303,908,964,786,378,871,896,614
CAGL0J10538g,345,241,310,289,160,225,280,178
CAGL0J10560g,286,228,274,281,142,228,348,191
CAGL0J10582g,3320,2341,2564,2319,1215,2268,3076,1879
CAGL0J10604g,400,305,440,360,130,252,479,242
CAGL0J10626g,638,468,540,503,234,515,643,411
CAGL0J10670g,2197,1604,1769,1312,638,1516,1944,1299
CAGL0J10692g,1476,954,1482,1204,586,912,1450,770
CAGL0J10714g,29,22,14,12,10,19,18,6
CAGL0J10736g,499,360,482,472,207,313,509,300
CAGL0J10758g,3400,2042,3158,2694,1447,1971,3023,1722
CAGL0J10780g,1784,1167,1707,1584,669,1152,1917,1105
CAGL0J10802g,2719,2205,1796,840,912,2122,1702,1505
CAGL0J10824g,1681,1172,1343,1192,597,972,1338,860
CAGL0J10846g,1282,713,1193,852,375,550,854,595
CAGL0J10868g,82,72,91,87,30,33,68,49
CAGL0J10890g,4473,3197,3095,1759,1330,2776,2934,2478
CAGL0J10912g,2210,1444,1489,825,613,1300,1355,1113
CAGL0J10934g,1247,860,1068,866,407,842,1239,787
CAGL0J10956g,1516,1156,1414,1005,562,908,1084,767
CAGL0J10978g,789,715,923,649,255,583,775,620
CAGL0J11000g,757,542,567,446,288,485,588,437
CAGL0J11022g,623,454,581,489,234,440,585,461
CAGL0J11044g,1710,1155,1526,1413,433,1109,1769,1030
CAGL0J11066g,4168,3110,2535,1208,921,2640,2079,1792
CAGL0J11088g,479,384,416,291,101,302,329,293
CAGL0J11110g,1570,1082,1220,978,488,864,1114,753
CAGL0J11132g,2064,1670,2062,2138,1054,1288,2449,1450
CAGL0J11154g,4444,2928,2794,1183,1358,2904,2070,1720
CAGL0J11176g,793,649,1844,1752,231,404,1107,608
CAGL0J11198g,3218,2000,2374,1924,1418,1704,2828,1724
CAGL0J11220g,48627,32594,37622,27829,18155,21764,36051,23540
CAGL0J11242g,847,804,1498,771,307,422,674,596
CAGL0J11264g,1552,1169,1257,1072,620,1112,1251,896
CAGL0J11286g,1335,925,921,652,362,575,737,582
CAGL0J11308g,661,486,783,769,264,292,716,428
CAGL0J11330g,766,486,636,484,307,381,656,435
CAGL0J11352g,3366,2657,2775,1738,1134,2444,2106,1896
CAGL0J11374g,26,11,9,10,11,18,17,11
CAGL0J11396g,67,43,67,46,33,44,41,32
CAGL0J11418g,548,397,524,375,214,419,515,346
CAGL0J11440g,7937,5274,5919,4736,2695,3981,6708,4248
CAGL0J11462g,8806,8101,6829,5332,2829,3491,6430,6997
CAGL0J11484g,400,321,306,276,122,107,270,264
CAGL0J11506g,1859,1299,1680,1746,684,1304,2094,1005
CAGL0J11528g,472,321,452,457,241,336,552,277
CAGL0J11550g,87,73,912,764,23,19,153,59
CAGL0J11572g,503,384,549,480,150,417,508,293
CAGL0J11594g,1404,1009,1251,1006,410,1037,1378,898
CAGL0J11616g,2,4,3,1,1,0,1,0
CAGL0J11638g,1376,852,1087,793,450,869,877,498
CAGL0J11660g,2244,1482,1892,1249,733,1529,1348,961
CAGL0J11682g,4004,2664,3028,2920,1612,1712,4262,3025
CAGL0J11704g,705,551,752,759,316,519,833,489
CAGL0J11726g,1363,1024,1000,894,633,976,1310,782
CAGL0J11748g,9395,6359,8116,5692,4407,5642,8436,5426
CAGL0J11770g,3665,2663,3851,3082,2165,2358,3327,2132
CAGL0J11792g,942,558,727,421,258,518,589,390
CAGL0J11814g,522,425,569,443,193,320,566,390
CAGL0J11836g,1386,849,1456,1433,517,762,1415,737
CAGL0J11847r,6,15,9,4,4,10,6,4
CAGL0J11858g,3742,2244,2527,2059,1656,1776,3084,1735
CAGL0J11880g,2760,1967,2386,2316,1106,1940,2795,1678
CAGL0J11891g,3,3,1,0,0,1,1,0
CAGL0J11946g,2,2,1,2,0,0,0,0
CAGL0J11968g,21,8,10,9,10,10,3,2
CAGL0J11979g,0,0,0,0,0,0,0,0
CAGL0J11990g,0,0,0,1,5,0,0,2
CAGL0J12012g,0,0,0,0,0,0,0,0
CAGL0J12034g,0,0,0,1,5,0,0,1
CAGL0K00110g,2,3,1,1,9,6,0,0
CAGL0K00121g,0,0,0,0,0,0,0,0
CAGL0K00170g,0,0,2,2,3,1,1,0
CAGL0K00231g,398,233,627,557,130,266,241,74
CAGL0K00253g,829,596,1024,737,359,691,540,323
CAGL0K00275g,1526,958,1504,1526,437,955,1758,1124
CAGL0K00297g,4358,2842,3571,2972,1704,2714,3698,2065
CAGL0K00308r,2,1,1,0,0,3,1,2
CAGL0K00319g,6994,3670,6264,7314,3207,4205,7412,3523
CAGL0K00341g,149,102,314,328,73,142,192,81
CAGL0K00363g,146,128,172,170,52,154,126,39
CAGL0K00385g,438,377,476,357,176,361,491,300
CAGL0K00407g,2480,1672,2051,1942,1152,1584,2328,1366
CAGL0K00429g,3034,2166,2041,1472,700,1897,2245,1984
CAGL0K00451g,753,542,645,527,181,463,818,515
CAGL0K00473g,2440,1495,1851,1374,381,1211,1781,1158
CAGL0K00495g,4052,3137,3147,2429,1051,2160,3246,2247
CAGL0K00517g,1461,898,1356,1241,580,962,1553,838
CAGL0K00539g,1900,1291,1543,1497,772,1253,1806,1054
CAGL0K00561r,0,0,0,0,0,0,0,0
CAGL0K00583g,2199,2029,1121,1687,1325,1272,1627,979
CAGL0K00605g,557,535,479,490,234,394,586,367
CAGL0K00627g,1369,1006,1106,862,292,915,1276,692
CAGL0K00649g,1520,1082,1385,1190,648,1034,1416,953
CAGL0K00671g,2585,2142,2178,1580,759,960,2080,1633
CAGL0K00693g,1050,819,1255,1155,393,723,1361,746
CAGL0K00715g,729,670,1309,921,316,541,810,541
CAGL0K00737g,814,498,875,690,274,622,840,463
CAGL0K00759g,5173,3375,3798,2369,1819,3134,3109,2293
CAGL0K00781g,1880,1372,1420,1068,598,625,1301,1090
CAGL0K00803g,4432,3751,4884,4721,2176,2026,5548,5369
CAGL0K00825g,1179,856,988,944,484,492,939,627
CAGL0K00847g,2566,1630,2275,1894,1356,1517,2329,1304
CAGL0K00869g,118,71,165,131,46,115,132,105
CAGL0K00891g,306,246,480,651,179,230,618,292
CAGL0K00913g,1883,1276,1872,1724,1034,849,1500,990
CAGL0K00935g,334,300,278,184,139,170,241,180
CAGL0K00957g,4402,2835,2995,2064,1597,2746,2828,1935
CAGL0K00979g,1103,676,1069,1069,444,638,1035,504
CAGL0K01001g,1683,1179,1435,1179,471,1090,1595,918
CAGL0K01023g,2228,1707,1603,1334,862,1100,1795,1450
CAGL0K01045g,3278,2284,2275,1771,1111,1955,2337,1796
CAGL0K01067g,2885,2062,2129,1610,1186,1313,2041,1588
CAGL0K01089g,1696,1275,1150,695,581,996,1166,1002
CAGL0K01111r,0,0,0,0,0,0,0,0
CAGL0K01133g,1609,1350,1973,2012,958,886,2264,1450
CAGL0K01155g,692,563,679,257,174,187,312,343
CAGL0K01177g,1024,794,830,730,404,414,895,719
CAGL0K01199g,253,185,315,311,145,114,346,194
CAGL0K01221g,763,615,938,906,266,383,1048,707
CAGL0K01243g,1560,1272,1214,970,728,838,1331,1234
CAGL0K01265g,302,274,312,252,143,235,301,223
CAGL0K01287g,491,369,453,379,242,312,419,326
CAGL0K01309g,962,926,877,732,407,476,892,746
CAGL0K01331g,1455,1437,1244,959,513,593,1268,1212
CAGL0K01353g,748,640,1046,962,421,458,1005,686
CAGL0K01375g,803,695,641,510,490,511,742,706
CAGL0K01397g,570,487,531,373,239,350,585,423
CAGL0K01419g,861,617,678,612,346,557,823,504
CAGL0K01441g,423,333,336,229,155,283,313,267
CAGL0K01463g,1957,1536,1701,1141,599,1033,1239,951
CAGL0K01485g,281,226,255,244,89,150,266,214
CAGL0K01507g,1024,800,828,632,288,509,870,526
CAGL0K01529g,1524,1350,730,666,640,616,865,590
CAGL0K01551g,6365,3849,3122,1984,2185,3808,2696,1870
CAGL0K01573g,670,479,516,404,258,414,451,377
CAGL0K01595g,3024,2021,3251,3179,1701,1913,3738,2236
CAGL0K01617g,727,491,646,557,238,408,713,437
CAGL0K01639g,530,400,792,826,277,386,780,454
CAGL0K01661g,1960,1818,1293,1527,1033,1113,1643,1145
CAGL0K01683g,2821,2222,3685,3426,1398,1273,3045,2363
CAGL0K01705g,587,434,593,582,340,391,669,333
CAGL0K01727g,1680,1226,1745,1809,573,648,2429,1921
CAGL0K01749g,1793,1314,2355,2734,705,659,2287,1464
CAGL0K01771g,408,321,99,103,266,204,187,119
CAGL0K01793g,1771,1348,1669,1529,802,1082,1882,1081
CAGL0K01815g,531,384,610,488,221,309,564,380
CAGL0K01837g,3737,3349,3959,3844,1697,1948,3828,2626
CAGL0K01859g,9709,6761,6763,3879,2699,3353,5245,4668
CAGL0K01881g,404,302,415,350,205,208,392,237
CAGL0K01903g,84,80,128,164,48,33,142,112
CAGL0K01925g,2926,2149,2666,2745,1472,1475,3039,1781
CAGL0K01947g,500,416,428,281,248,331,437,361
CAGL0K01961r,29,9,46,20,7,4,35,25
CAGL0K01969g,348,294,419,255,110,118,236,240
CAGL0K01991g,5393,3593,3978,2307,1550,2479,3018,2483
CAGL0K02013g,238,186,249,238,104,107,233,167
CAGL0K02035g,610,496,690,667,326,350,743,509
CAGL0K02057r,0,0,0,0,0,0,0,0
CAGL0K02079g,7636,5500,6918,5603,3097,3996,6769,4810
CAGL0K02090r,3,3,3,2,1,1,2,4
CAGL0K02101g,614,499,553,531,241,387,614,472
CAGL0K02123g,38319,30914,28845,20147,18946,23248,32140,21193
CAGL0K02145g,1603,1464,2204,1593,702,954,1594,1392
CAGL0K02167g,849,564,729,582,271,478,729,465
CAGL0K02189g,159,173,194,158,86,170,165,133
CAGL0K02211g,3056,2451,1978,1182,981,1798,1653,1722
CAGL0K02233g,4349,3022,2923,1410,1229,2184,2344,2162
CAGL0K02255g,5393,4238,5319,4721,2066,2755,5301,3390
CAGL0K02277g,691,648,730,664,277,312,639,618
CAGL0K02299g,1166,984,1074,888,428,702,1052,730
CAGL0K02321g,834,690,791,652,290,352,769,553
CAGL0K02343g,1110,825,1082,1022,368,667,1141,649
CAGL0K02365g,918,659,898,687,206,499,660,447
CAGL0K02387g,3123,2200,1924,1024,934,2008,1676,1367
CAGL0K02409g,3581,2350,2986,2354,1161,2028,3065,2113
CAGL0K02431g,1680,1212,1533,1306,662,995,1591,1028
CAGL0K02453g,1114,954,976,891,490,821,1032,725
CAGL0K02475g,1521,1051,1183,909,659,704,1350,895
CAGL0K02497g,4853,3415,3216,1970,1747,2132,3042,2607
CAGL0K02519g,127,140,172,181,40,67,182,82
CAGL0K02541g,6045,4930,4211,2695,1977,3083,3840,3008
CAGL0K02563g,371,288,425,374,123,263,357,198
CAGL0K02585g,449,410,318,321,179,308,346,224
CAGL0K02607r,0,0,0,0,0,0,0,0
CAGL0K02629g,291,184,232,202,178,227,236,183
CAGL0K02651g,818,679,611,591,391,540,735,465
CAGL0K02673g,2977,2217,2594,2011,1107,1679,2667,1877
CAGL0K02695g,29,20,20,27,8,19,33,16
CAGL0K02717g,2290,1445,1811,1554,954,1141,2051,1237
CAGL0K02739g,2703,1963,1944,1871,981,1709,2389,1338
CAGL0K02761g,1034,859,1061,1171,522,551,1217,735
CAGL0K02783g,1236,872,1370,1331,592,836,1704,1017
CAGL0K02805g,471,300,509,483,148,257,538,302
CAGL0K02827g,909,686,885,749,539,783,822,504
CAGL0K02849g,1968,1298,1906,1887,774,1393,1980,1078
CAGL0K02871s,0,0,0,0,0,0,0,0
CAGL0K02893g,2357,2141,2604,1853,977,1475,2147,1824
CAGL0K02915g,467,327,517,384,177,316,434,304
CAGL0K02937g,3187,2043,2094,1463,1165,1959,2173,1396
CAGL0K02959g,1942,1248,1861,2030,894,1546,1818,639
CAGL0K02981g,402,319,466,478,111,385,415,215
CAGL0K03003g,384,297,370,314,148,153,372,246
CAGL0K03025g,1730,1159,1580,1543,1014,1298,1593,840
CAGL0K03047g,1460,1321,1540,1447,727,1003,1559,1038
CAGL0K03069g,313,162,769,706,152,165,690,291
CAGL0K03091g,655,442,397,372,335,407,386,266
CAGL0K03113g,332,228,323,285,116,192,290,182
CAGL0K03135g,45785,32963,31676,21680,18763,27074,31631,20437
CAGL0K03157g,564,416,216,149,46,94,128,106
CAGL0K03179g,841,585,693,681,274,534,860,426
CAGL0K03201g,64,57,73,49,21,37,65,48
CAGL0K03223g,461,338,494,396,156,322,501,287
CAGL0K03245g,1394,940,1085,1078,565,920,1161,548
CAGL0K03267g,3710,2898,2139,2102,2268,2983,2291,1168
CAGL0K03289g,2589,1872,2620,2926,1718,1562,3344,2078
CAGL0K03311r,0,0,0,0,0,0,0,0
CAGL0K03333g,532,368,489,453,157,315,553,390
CAGL0K03355g,1,1,2,2,0,2,1,1
CAGL0K03377g,1552,1015,1764,1759,562,806,1699,1018
CAGL0K03399g,1853,1288,1565,1549,587,837,1774,1015
CAGL0K03421g,130,109,1023,689,57,61,347,166
CAGL0K03443g,959,691,743,995,531,477,940,471
CAGL0K03459g,134,161,310,419,133,129,327,142
CAGL0K03465g,6690,4698,4194,3739,2497,2470,4426,3120
CAGL0K03487g,2220,1292,2170,2420,736,1113,2526,1412
CAGL0K03509g,3200,1882,1828,2318,1763,2280,2518,948
CAGL0K03531g,218,156,180,139,101,107,149,96
CAGL0K03553g,1810,1413,1014,853,794,1354,1001,722
CAGL0K03575g,128,103,198,251,65,114,200,109
CAGL0K03597g,1031,732,951,1086,459,735,1350,659
CAGL0K03619g,482,348,489,354,147,336,474,297
CAGL0K03641g,919,662,1107,1137,340,516,1190,730
CAGL0K03663g,10693,9921,10463,8351,3352,3928,9360,9128
CAGL0K03685g,414,401,303,306,136,267,320,201
CAGL0K03707g,1150,814,962,880,426,686,891,546
CAGL0K03729g,4304,2810,3545,2378,590,2456,3774,2176
CAGL0K03751g,716,600,617,519,222,479,739,472
CAGL0K03773g,676,532,619,623,305,436,636,396
CAGL0K03795g,3991,2761,2491,1223,1120,2321,2042,1833
CAGL0K03817g,2755,1662,2258,1690,681,1341,2134,1238
CAGL0K03839g,223,149,281,297,86,179,252,127
CAGL0K03861g,6670,4653,4506,2582,2017,3886,4086,3360
CAGL0K03883g,137,90,125,127,46,85,90,70
CAGL0K03905g,4,1,5,4,0,4,2,1
CAGL0K03927g,1649,1137,1545,1165,687,1122,1394,870
CAGL0K03949g,655,384,759,723,246,523,844,408
CAGL0K03971g,1013,619,974,862,371,746,1136,657
CAGL0K03982r,1,1,0,0,0,0,1,0
CAGL0K03993g,398,311,408,269,120,274,375,249
CAGL0K04015g,474,340,446,376,210,181,542,276
CAGL0K04037g,3604,2468,5411,4226,818,1337,4145,2130
CAGL0K04059g,946,722,858,787,490,567,948,569
CAGL0K04081r,2,0,0,0,0,0,0,0
CAGL0K04103g,1160,883,952,895,663,732,970,575
CAGL0K04125g,2632,2202,2329,2453,1699,2496,2722,1956
CAGL0K04147g,2087,1900,964,1217,985,920,1331,899
CAGL0K04169g,680,510,960,1231,443,490,1081,457
CAGL0K04191g,264,235,193,140,63,158,148,161
CAGL0K04213g,394,313,327,239,126,322,306,213
CAGL0K04235g,2327,1737,5200,4333,1441,1845,1926,1148
CAGL0K04257g,25,20,164,125,8,11,425,268
CAGL0K04279g,1820,1693,1094,1058,896,1053,1368,943
CAGL0K04301g,40,36,342,118,16,49,274,184
CAGL0K04323g,199,148,217,186,98,145,247,148
CAGL0K04345g,5584,4144,4757,3719,1949,3014,4412,3003
CAGL0K04367g,4632,3413,5249,2888,1490,2368,3183,3502
CAGL0K04389g,2272,1675,2073,1705,848,1446,1990,1263
CAGL0K04411g,560,436,370,399,248,532,482,234
CAGL0K04433g,1380,1058,906,891,500,854,1107,656
CAGL0K04455g,2,3,4,4,3,0,5,2
CAGL0K04466r,2,0,2,0,0,4,1,5
CAGL0K04477g,11037,10680,8837,5081,3274,4407,5679,5136
CAGL0K04499g,4744,3205,4032,3452,2364,2541,3270,1657
CAGL0K04521g,380,291,451,376,286,242,467,308
CAGL0K04543g,941,664,668,527,403,525,687,497
CAGL0K04565g,137,85,166,114,61,109,160,67
CAGL0K04587g,4164,2538,4106,2633,1270,2460,3481,1680
CAGL0K04598r,186,248,124,62,33,176,203,188
CAGL0K04609g,2654,3236,760,1098,1283,2339,653,403
CAGL0K04631g,164,131,247,214,58,81,197,94
CAGL0K04653g,767,591,388,488,337,522,548,217
CAGL0K04675g,6,6,2,2,1,1,3,5
CAGL0K04697g,3,4,9,6,18,36,33,8
CAGL0K04708g,84,47,68,46,2,14,42,38
CAGL0K04719g,215,178,273,275,132,116,277,229
CAGL0K04741g,30334,25449,23911,14639,11790,15750,17408,15041
CAGL0K04785g,71,45,65,75,38,34,108,71
CAGL0K04807g,1337,863,1294,1185,500,856,1380,765
CAGL0K04829g,269,202,197,173,114,240,202,139
CAGL0K04851g,411,294,404,398,186,272,426,287
CAGL0K04873g,514,413,560,375,154,301,468,319
CAGL0K04895g,901,765,812,740,431,735,831,547
CAGL0K04917g,1627,1280,1342,1112,577,1043,1257,939
CAGL0K04939g,945,714,1256,1083,424,689,1302,805
CAGL0K04961g,750,528,716,553,307,626,841,540
CAGL0K04983g,386,289,382,298,101,227,417,266
CAGL0K05005g,1469,937,1535,1502,543,927,1690,840
CAGL0K05027g,3690,2566,2592,2529,1333,1286,2104,1258
CAGL0K05049g,1786,1138,1251,842,565,1119,1190,807
CAGL0K05063r,22,14,16,4,3,19,13,13
CAGL0K05071g,555,441,477,424,252,307,539,330
CAGL0K05093g,4239,2638,4366,3638,1563,1655,4419,3383
CAGL0K05115g,664,472,609,558,281,379,625,413
CAGL0K05137g,537,331,784,791,224,306,794,382
CAGL0K05159r,0,0,0,0,0,0,0,0
CAGL0K05203g,3091,2756,3241,2990,1312,2139,2951,2184
CAGL0K05225g,1908,1344,1838,1677,533,1083,1977,1157
CAGL0K05247g,29,27,39,64,9,7,45,41
CAGL0K05269g,493,370,411,378,202,363,487,251
CAGL0K05291g,2033,1413,1798,1651,758,1249,1895,1178
CAGL0K05313g,8922,5931,6784,4898,3622,4904,7062,4472
CAGL0K05335g,3292,2431,2703,2152,1561,1994,2753,1709
CAGL0K05357g,23119,22252,18410,11827,8909,14224,15642,16966
CAGL0K05379g,2786,1947,3065,3122,1377,1622,3398,1933
CAGL0K05390g,970,954,2842,1979,687,982,2851,1589
CAGL0K05401g,658,603,823,833,422,435,843,599
CAGL0K05423g,670,606,764,736,262,301,890,713
CAGL0K05445g,1211,982,1210,919,413,867,1289,734
CAGL0K05467g,1359,1000,1346,1242,645,995,1376,833
CAGL0K05489g,825,537,827,705,281,531,866,583
CAGL0K05511g,1098,794,973,784,316,689,1147,775
CAGL0K05533g,209,155,183,139,101,162,181,104
CAGL0K05555g,2457,2159,1645,865,719,1730,1590,1579
CAGL0K05577g,404,233,375,388,128,278,387,157
CAGL0K05599g,632,413,469,310,144,383,483,346
CAGL0K05621g,680,539,825,683,267,438,761,494
CAGL0K05643g,558,426,635,664,254,371,700,419
CAGL0K05665g,1020,733,861,893,376,559,948,592
CAGL0K05687g,16,9,41,40,0,3,26,10
CAGL0K05709g,3148,2462,3126,2771,1215,2070,3259,1925
CAGL0K05731g,1812,1105,1520,1465,949,1280,1617,869
CAGL0K05753g,4598,2934,3511,2541,1493,2118,2791,1867
CAGL0K05775g,463,304,601,511,292,326,519,395
CAGL0K05797g,370,264,306,219,166,250,315,216
CAGL0K05813g,11403,9208,8618,9887,8020,9777,10943,5158
CAGL0K05819g,2049,1507,1700,1283,739,1085,1480,1248
CAGL0K05841g,891,720,1080,970,285,597,1115,703
CAGL0K05863g,1215,967,1040,1081,372,761,1225,782
CAGL0K05885r,0,1,1,0,0,1,0,0
CAGL0K05929r,2,1,2,0,2,6,2,0
CAGL0K05973g,15411,9239,10257,10868,7925,6484,12157,8012
CAGL0K05995g,4361,3327,2526,2083,1485,2445,2531,1498
CAGL0K06017g,1497,1057,1192,1047,528,1025,1403,843
CAGL0K06033g,3037,2452,1976,1584,1224,1891,1869,1440
CAGL0K06039g,12,9,9,10,2,18,8,5
CAGL0K06061g,14247,7254,9355,7781,7458,9550,9758,4553
CAGL0K06083g,188,150,286,314,97,152,275,132
CAGL0K06105g,202,125,184,159,62,119,109,66
CAGL0K06127g,2,0,0,2,1,1,1,2
CAGL0K06149g,27304,15040,20535,13704,16247,18648,21509,9982
CAGL0K06193g,943,701,943,691,396,620,788,505
